SPACY_BASELINE_VS_ASYNC_XMI	document=14837245	chars=5410	baseline_added=4845	async_added=4845	output_equal=true	baseline_best_ms=419	async_best_ms=384	delta_ms=35	baseline_serialize_ms=5.0	baseline_response_wait_ms=120.0	baseline_apply_ms=289.0	baseline_request_bytes=5643	baseline_response_bytes=372239	async_serialize_ms=9.0	async_request_ms=380.0	async_apply_ms=357.0	async_request_bytes=11908	async_response_bytes=135527	baseline_types=Sentence:68|Token:944|Lemma:944|POS:944|MorphologicalFeatures:944|Dependency:876|ROOT:68|NamedEntity:57	async_types=Sentence:68|Token:944|Lemma:944|POS:944|MorphologicalFeatures:944|Dependency:876|ROOT:68|NamedEntity:57
SPACY_BASELINE_VS_ASYNC_XMI	document=4655058	chars=22461	baseline_added=20208	async_added=20208	output_equal=true	baseline_best_ms=908	async_best_ms=997	delta_ms=-89	baseline_serialize_ms=6.0	baseline_response_wait_ms=377.0	baseline_apply_ms=522.0	baseline_request_bytes=22654	baseline_response_bytes=1500729	async_serialize_ms=13.0	async_request_ms=995.0	async_apply_ms=959.0	async_request_bytes=47903	async_response_bytes=538563	baseline_types=Sentence:413|Token:3862|Lemma:3862|POS:3862|MorphologicalFeatures:3862|Dependency:3449|ROOT:413|NamedEntity:485	async_types=Sentence:413|Token:3862|Lemma:3862|POS:3862|MorphologicalFeatures:3862|Dependency:3449|ROOT:413|NamedEntity:485
SPACY_BASELINE_VS_ASYNC_XMI	document=3735223	chars=19055	baseline_added=16846	async_added=16846	output_equal=true	baseline_best_ms=718	async_best_ms=624	delta_ms=94	baseline_serialize_ms=4.0	baseline_response_wait_ms=298.0	baseline_apply_ms=415.0	baseline_request_bytes=19481	baseline_response_bytes=1313852	async_serialize_ms=8.0	async_request_ms=622.0	async_apply_ms=590.0	async_request_bytes=40389	async_response_bytes=482570	baseline_types=Sentence:170|Token:3311|Lemma:3311|POS:3311|MorphologicalFeatures:3311|Dependency:3141|ROOT:170|NamedEntity:121	async_types=Sentence:170|Token:3311|Lemma:3311|POS:3311|MorphologicalFeatures:3311|Dependency:3141|ROOT:170|NamedEntity:121
SPACY_BASELINE_VS_ASYNC_XMI	document=4656657	chars=16736	baseline_added=14641	async_added=14641	output_equal=true	baseline_best_ms=620	async_best_ms=655	delta_ms=-35	baseline_serialize_ms=3.0	baseline_response_wait_ms=277.0	baseline_apply_ms=339.0	baseline_request_bytes=17063	baseline_response_bytes=1152015	async_serialize_ms=7.0	async_request_ms=653.0	async_apply_ms=604.0	async_request_bytes=35640	async_response_bytes=417107	baseline_types=Sentence:187|Token:2865|Lemma:2865|POS:2865|MorphologicalFeatures:2865|Dependency:2678|ROOT:187|NamedEntity:129	async_types=Sentence:187|Token:2865|Lemma:2865|POS:2865|MorphologicalFeatures:2865|Dependency:2678|ROOT:187|NamedEntity:129
SPACY_BASELINE_VS_ASYNC_XMI	document=12671649	chars=22141	baseline_added=18163	async_added=18163	output_equal=true	baseline_best_ms=756	async_best_ms=759	delta_ms=-3	baseline_serialize_ms=2.0	baseline_response_wait_ms=333.0	baseline_apply_ms=420.0	baseline_request_bytes=22730	baseline_response_bytes=1416319	async_serialize_ms=2.0	async_request_ms=757.0	async_apply_ms=732.0	async_request_bytes=47188	async_response_bytes=518319	baseline_types=Sentence:234|Token:3548|Lemma:3548|POS:3548|MorphologicalFeatures:3548|Dependency:3314|ROOT:234|NamedEntity:189	async_types=Sentence:234|Token:3548|Lemma:3548|POS:3548|MorphologicalFeatures:3548|Dependency:3314|ROOT:234|NamedEntity:189
SPACY_BASELINE_VS_ASYNC_XMI	document=13776082	chars=17560	baseline_added=17831	async_added=17831	output_equal=true	baseline_best_ms=688	async_best_ms=763	delta_ms=-75	baseline_serialize_ms=1.0	baseline_response_wait_ms=286.0	baseline_apply_ms=399.0	baseline_request_bytes=18103	baseline_response_bytes=1327310	async_serialize_ms=4.0	async_request_ms=760.0	async_apply_ms=742.0	async_request_bytes=38914	async_response_bytes=473532	baseline_types=Sentence:444|Token:3395|Lemma:3395|POS:3395|MorphologicalFeatures:3395|Dependency:2951|ROOT:444|NamedEntity:412	async_types=Sentence:444|Token:3395|Lemma:3395|POS:3395|MorphologicalFeatures:3395|Dependency:2951|ROOT:444|NamedEntity:412
SPACY_BASELINE_VS_ASYNC_XMI	document=4543820	chars=12401	baseline_added=10306	async_added=10306	output_equal=true	baseline_best_ms=475	async_best_ms=480	delta_ms=-5	baseline_serialize_ms=1.0	baseline_response_wait_ms=188.0	baseline_apply_ms=284.0	baseline_request_bytes=12791	baseline_response_bytes=809316	async_serialize_ms=3.0	async_request_ms=478.0	async_apply_ms=461.0	async_request_bytes=26431	async_response_bytes=295417	baseline_types=Sentence:90|Token:2026|Lemma:2026|POS:2026|MorphologicalFeatures:2026|Dependency:1936|ROOT:90|NamedEntity:86	async_types=Sentence:90|Token:2026|Lemma:2026|POS:2026|MorphologicalFeatures:2026|Dependency:1936|ROOT:90|NamedEntity:86
SPACY_BASELINE_VS_ASYNC_XMI	document=3713536	chars=7880	baseline_added=6072	async_added=6072	output_equal=true	baseline_best_ms=374	async_best_ms=328	delta_ms=46	baseline_serialize_ms=1.0	baseline_response_wait_ms=159.0	baseline_apply_ms=212.0	baseline_request_bytes=8103	baseline_response_bytes=471108	async_serialize_ms=2.0	async_request_ms=326.0	async_apply_ms=302.0	async_request_bytes=16912	async_response_bytes=171884	baseline_types=Sentence:70|Token:1186|Lemma:1186|POS:1186|MorphologicalFeatures:1186|Dependency:1116|ROOT:70|NamedEntity:72	async_types=Sentence:70|Token:1186|Lemma:1186|POS:1186|MorphologicalFeatures:1186|Dependency:1116|ROOT:70|NamedEntity:72
TAXONERD_BASELINE_VS_ASYNC_XMI	document=14837245	chars=5410	baseline_taxa=5	async_taxa=5	output_equal=true	baseline_best_ms=19806	async_best_ms=674	delta_ms=19132	baseline_serialize_ms=5.0	baseline_response_wait_ms=19770.0	baseline_apply_ms=3.0	baseline_request_bytes=5669	baseline_response_bytes=1506	async_serialize_ms=3.0	async_request_ms=635.0	async_apply_ms=101.0	async_request_bytes=5912	async_response_bytes=1235	baseline_types=Taxon:5|AnnotationComment:20|AnnotatorMetaData:4849|DocumentModification:2	async_types=Taxon:5|AnnotationComment:20|AnnotatorMetaData:4845|DocumentModification:2
TAXONERD_BASELINE_VS_ASYNC_XMI	document=4655058	chars=22461	baseline_taxa=40	async_taxa=40	output_equal=true	baseline_best_ms=260789	async_best_ms=1000	delta_ms=259789	baseline_serialize_ms=5.0	baseline_response_wait_ms=260758.0	baseline_apply_ms=9.0	baseline_request_bytes=22680	baseline_response_bytes=9623	async_serialize_ms=6.0	async_request_ms=969.0	async_apply_ms=437.0	async_request_bytes=22923	async_response_bytes=6313	baseline_types=Taxon:40|AnnotationComment:160|AnnotatorMetaData:20031|DocumentModification:2	async_types=Taxon:40|AnnotationComment:160|AnnotatorMetaData:19992|DocumentModification:2
TAXONERD_BASELINE_VS_ASYNC_XMI	document=3735223	chars=19055	baseline_taxa=6	async_taxa=6	output_equal=true	baseline_best_ms=49273	async_best_ms=849	delta_ms=48424	baseline_serialize_ms=3.0	baseline_response_wait_ms=49247.0	baseline_apply_ms=2.0	baseline_request_bytes=19507	baseline_response_bytes=1507	async_serialize_ms=6.0	async_request_ms=815.0	async_apply_ms=254.0	async_request_bytes=19751	async_response_bytes=1226	baseline_types=Taxon:6|AnnotationComment:24|AnnotatorMetaData:16807|DocumentModification:2	async_types=Taxon:6|AnnotationComment:24|AnnotatorMetaData:16802|DocumentModification:2
TAXONERD_BASELINE_VS_ASYNC_XMI	document=4656657	chars=16736	baseline_taxa=11	async_taxa=11	output_equal=true	baseline_best_ms=41485	async_best_ms=780	delta_ms=40705	baseline_serialize_ms=2.0	baseline_response_wait_ms=41462.0	baseline_apply_ms=2.0	baseline_request_bytes=17089	baseline_response_bytes=2793	async_serialize_ms=6.0	async_request_ms=751.0	async_apply_ms=199.0	async_request_bytes=17329	async_response_bytes=1871	baseline_types=Taxon:11|AnnotationComment:44|AnnotatorMetaData:14620|DocumentModification:2	async_types=Taxon:11|AnnotationComment:44|AnnotatorMetaData:14610|DocumentModification:2
TAXONERD_BASELINE_VS_ASYNC_XMI	document=12671649	chars=22141	baseline_taxa=1	async_taxa=1	output_equal=true	baseline_best_ms=35975	async_best_ms=661	delta_ms=35314	baseline_serialize_ms=1.0	baseline_response_wait_ms=35945.0	baseline_apply_ms=0.0	baseline_request_bytes=22756	baseline_response_bytes=592	async_serialize_ms=1.0	async_request_ms=641.0	async_apply_ms=258.0	async_request_bytes=22993	async_response_bytes=642	baseline_types=Taxon:1|AnnotationComment:4|AnnotatorMetaData:18102|DocumentModification:2	async_types=Taxon:1|AnnotationComment:4|AnnotatorMetaData:18102|DocumentModification:2
